42392:
 num     #instances         #bytes  class name (module)
5593:             1            168  net.foxmcloud.draconicadditions.blocks.machines.ChaoticArmorGenerator
5594:             1            168  net.foxmcloud.draconicadditions.blocks.machines.ItemDrainer
5595:             1            168  net.geforcemods.securitycraft.blocks.AlarmBlock
5596:             1            168  net.geforcemods.securitycraft.blocks.BlockChangeDetectorFloorCeilingBlock
5597:             1            168  net.geforcemods.securitycraft.blocks.BlockChangeDetectorWallBlock
5598:             1            168  net.geforcemods.securitycraft.blocks.BlockPocketManagerBlock
5599:             1            168  net.geforcemods.securitycraft.blocks.BlockPocketWallBlock
5600:             1            168  net.geforcemods.securitycraft.blocks.CageTrapBlock
5601:             1            168  net.geforcemods.securitycraft.blocks.CustomStairsBlock
5602:             1            168  net.geforcemods.securitycraft.blocks.DisplayCaseBlock
5603:             1            168  net.geforcemods.securitycraft.blocks.FloorTrapBlock
5604:             1            168  net.geforcemods.securitycraft.blocks.FrameBlock
5605:             1            168  net.geforcemods.securitycraft.blocks.InventoryScannerBlock
5606:             1            168  net.geforcemods.securitycraft.blocks.InventoryScannerFieldBlock
5607:             1            168  net.geforcemods.securitycraft.blocks.KeyPanelFloorCeilingBlock
5608:             1            168  net.geforcemods.securitycraft.blocks.KeyPanelWallBlock
5609:             1            168  net.geforcemods.securitycraft.blocks.KeycardLockFloorCeilingBlock
5610:             1            168  net.geforcemods.securitycraft.blocks.KeycardLockWallBlock
5611:             1            168  net.geforcemods.securitycraft.blocks.KeycardReaderBlock
5612:             1            168  net.geforcemods.securitycraft.blocks.KeypadBlock
5613:             1            168  net.geforcemods.securitycraft.blocks.KeypadChestBlock
5614:             1            168  net.geforcemods.securitycraft.blocks.KeypadFurnaceBlock
5615:             1            168  net.geforcemods.securitycraft.blocks.LaserBlock
5616:             1            168  net.geforcemods.securitycraft.blocks.LaserFieldBlock
5617:             1            168  net.geforcemods.securitycraft.blocks.MotionActivatedLightBlock
5618:             1            168  net.geforcemods.securitycraft.blocks.OldLitAlarmBlock
5619:             1            168  net.geforcemods.securitycraft.blocks.PortableRadarBlock
5620:             1            168  net.geforcemods.securitycraft.blocks.ProjectorBlock
5621:             1            168  net.geforcemods.securitycraft.blocks.ProtectoBlock
5622:             1            168  net.geforcemods.securitycraft.blocks.RetinalScannerBlock
5623:             1            168  net.geforcemods.securitycraft.blocks.RiftStabilizerBlock
5624:             1            168  net.geforcemods.securitycraft.blocks.SecretStandingSignBlock
5625:             1            168  net.geforcemods.securitycraft.blocks.SecretWallSignBlock
5626:             1            168  net.geforcemods.securitycraft.blocks.SecureRedstoneInterfaceBlock
5627:             1            168  net.geforcemods.securitycraft.blocks.SecurityCameraBlock
5628:             1            168  net.geforcemods.securitycraft.blocks.SometimesVisibleBlock
5629:             1            168  net.geforcemods.securitycraft.blocks.SonicSecuritySystemBlock
5630:             1            168  net.geforcemods.securitycraft.blocks.TrophySystemBlock
5631:             1            168  net.geforcemods.securitycraft.blocks.UsernameLoggerBlock
5632:             1            168  net.geforcemods.securitycraft.blocks.mines.BouncingBettyBlock
5633:             1            168  net.geforcemods.securitycraft.blocks.mines.ClaymoreBlock
5634:             1            168  net.geforcemods.securitycraft.blocks.mines.IMSBlock
5635:             1            168  net.geforcemods.securitycraft.blocks.reinforced.HorizontalReinforcedIronBarsBlock
5636:             1            168  net.geforcemods.securitycraft.blocks.reinforced.ReinforcedDispenserBlock
5637:             1            168  net.geforcemods.securitycraft.blocks.reinforced.ReinforcedLapisAndCoalBlock
5638:             1            168  net.geforcemods.securitycraft.blocks.reinforced.ReinforcedMetalsBlock
5639:             1            168  net.geforcemods.securitycraft.blocks.reinforced.ReinforcedPurpurBlock
5640:             7            168  net.irisshaders.iris.shaderpack.texture.TextureStage
5641:             3            168  net.minecraft.block.BlockDirt$DirtType
5642:             1            168  net.minecraft.block.BlockDropper
5643:             1            168  net.minecraft.block.BlockFire
5644:             1            168  net.minecraft.block.BlockSkull
5645:             1            168  net.minecraft.client.Minecraft$1
5646:             1            168  net.minecraft.world.biome.BiomeEnd
5647:             1            168  net.minecraft.world.biome.BiomeHell
5648:             1            168  net.minecraft.world.biome.BiomeStoneBeach
5649:             1            168  net.minecraft.world.biome.BiomeVoid
5650:             7            168  net.minecraftforge.fml.common.network.FMLEventChannel
5651:             1            168  openmods.core.BundledJarUnpacker$1
5652:             3            168  org.cyclops.cyclopscore.client.gui.GuiHandler
5653:             1            168  org.cyclops.cyclopscore.config.configurable.ConfigurableBlockDoor
5654:             1            168  org.cyclops.integrateddynamics.block.BlockMenrilLog
5655:             1            168  org.cyclops.integrateddynamics.block.BlockMenrilLogFilled
5656:             7            168  org.softc.armoryexpansion.client.integration.aelib.plugins.tconstruct.material.MaterialRenderType
5657:             3            168  org.spongepowered.asm.mixin.injection.invoke.arg.ArgsClassGenerator$ArgsClassInfo
5658:             3            168  scala.collection.mutable.LinkedHashMap
5659:             7            168  sheg1_steparm.aquaacrobaticsunofficial.entity.EntitySize
5660:             7            168  sheg1_steparm.aquaacrobaticsunofficial.entity.Pose
5661:             3            168  sun.awt.FontDescriptor (java.desktop@25.0.4)
5662:             3            168  sun.nio.cs.UTF_8$Decoder (java.base@25.0.4)
5663:             7            168  sun.security.provider.DRBG (java.base@25.0.4)
5664:             7            168  sun.security.provider.certpath.OCSPResponse$ResponseStatus (java.base@25.0.4)
5665:             3            168  sun.security.ssl.X509TrustManagerImpl (java.base@25.0.4)
5666:             7            168  sun.security.x509.NetscapeCertTypeExtension$MapEntry (java.base@25.0.4)
5667:             3            168  thecodex6824.thaumcraftfix.core.transformer.custom.ChangeVariableTypeTransformer
5668:             1            168  thecodex6824.thaumicaugmentation.common.TAConfigHolder$GameplayOptions$Augment
5669:             1            168  vazkii.botania.client.gui.lexicon.GuiLexicon
5670:             1            168  vazkii.botania.common.block.BlockGaiaHead
5671:             1            168  vazkii.psi.common.block.BlockConjured
5672:             1            168  vazkii.psi.common.block.BlockProgrammer
5673:             1            168  vazkii.quark.automation.block.BlockChute
5674:             1            168  vazkii.quark.automation.block.BlockGravisand
5675:             1            168  vazkii.quark.automation.block.BlockIronRod
5676:             1            168  vazkii.quark.automation.block.BlockRainDetector
5677:             1            168  vazkii.quark.automation.block.BlockRedstoneInductor
5678:             1            168  vazkii.quark.automation.block.BlockRedstoneRandomizer
5679:             1            168  vazkii.quark.automation.block.BlockSugar
5680:             1            168  vazkii.quark.building.block.BlockCharredNetherBricks
5681:             1            168  vazkii.quark.building.block.BlockDuskbound
5682:             1            168  vazkii.quark.building.block.BlockDuskboundLantern
5683:             1            168  vazkii.quark.building.block.BlockFramedGlass
5684:             1            168  vazkii.quark.building.block.BlockFramedGlassPane
5685:             1            168  vazkii.quark.building.block.BlockHardenedClayTiles
5686:             1            168  vazkii.quark.building.block.BlockMagmaBricks
5687:             1            168  vazkii.quark.building.block.BlockMidori
5688:             1            168  vazkii.quark.building.block.BlockMidoriPillar
5689:             1            168  vazkii.quark.building.block.BlockPolishedStone
5690:             1            168  vazkii.quark.building.block.BlockReed
5691:             1            168  vazkii.quark.building.block.BlockSandyBricks
5692:             1            168  vazkii.quark.building.block.BlockSnowBricks
5693:             1            168  vazkii.quark.building.block.BlockSturdyStone
5694:             1            168  vazkii.quark.building.block.BlockThatch
5695:             1            168  vazkii.quark.building.block.BlockTurf
5696:             1            168  vazkii.quark.decoration.block.BlockBlazeLantern
5697:             1            168  vazkii.quark.decoration.block.BlockBlazeRod
5698:             1            168  vazkii.quark.decoration.block.BlockGrate
5699:             1            168  vazkii.quark.decoration.block.BlockIronLadder
5700:             1            168  vazkii.quark.decoration.block.BlockLitLamp
5701:             1            168  vazkii.quark.decoration.block.BlockNetherBrickFenceGate
5702:             1            168  vazkii.quark.decoration.block.BlockRope
5703:             1            168  vazkii.quark.misc.block.BlockBlackAsh
5704:             1            168  vazkii.quark.misc.block.BlockGlowstoneDust
5705:             1            168  vazkii.quark.misc.block.BlockGunpowder
5706:             1            168  vazkii.quark.world.block.BlockBiotite
5707:             1            168  vazkii.quark.world.block.BlockBiotiteOre
5708:             1            168  vazkii.quark.world.block.BlockCrystalPane
5709:             1            168  vazkii.quark.world.block.BlockElderSeaLantern
5710:             1            168  vazkii.quark.world.block.BlockGlowcelium
5711:             1            168  vazkii.quark.world.block.BlockGlowshroom
5712:             1            168  vazkii.quark.world.block.BlockHugeGlowshroom
5713:             1            168  vazkii.quark.world.block.BlockMonsterBox
5714:             1            168  vazkii.quark.world.block.BlockSmoker
5715:             7            168  xreliquary.client.gui.hud.HUDPosition
5716:             3            168  xyz.phanta.tconevo.integration.conarm.trait.ArmourTraitGaleForce
5717:             3            168  xyz.phanta.tconevo.integration.conarm.trait.draconicevolution.ArmourTraitEvolved
5718:             3            168  xyz.phanta.tconevo.trait.TraitAftershock
5719:             3            168  xyz.phanta.tconevo.trait.TraitModifiable
5720:             3            168  xyz.phanta.tconevo.trait.TraitPurging
5721:             3            168  xyz.phanta.tconevo.trait.draconicevolution.TraitEvolved
5722:             3            168  xyz.phanta.tconevo.trait.draconicevolution.TraitSoulRend
5723:             2            160  [Lappeng.api.config.SearchBoxMode;
5724:             2            160  [Lbinnie.botany.items.BotanyItems;
5725:             2            160  [Lbiomesoplenty.api.enums.BOPGems;
5726:             2            160  [Lcofh.thermalfoundation.block.BlockGlassAlloy$Type;
5727:             2            160  [Lcofh.thermalfoundation.block.BlockStorageAlloy$Type;
5728:             2            160  [Lcom.cleanroommc.modularui.screen.RichTooltip$Pos;
5729:             2            160  [Lcom.google.common.cache.LocalCache$EntryFactory;
5730:             2            160  [Lcom.hbm.blocks.PlantEnums$EnumTallPlantType;
5731:             2            160  [Lcom.hbm.blocks.generic.BlockConcreteColoredExt$EnumConcreteType;
5732:             2            160  [Lcom.hbm.items.ItemEnums$EnumPages;
5733:             2            160  [Lcom.hbm.items.weapon.ItemAmmoHIMARS$RocketType;
5734:             2            160  [Lcom.hbm.render.misc.EnumSymbol;
5735:             2            160  [Lcom.mjr.extraplanets.blocks.BlockCakeBlocks$EnumBlockBasic;
5736:             2            160  [Lcom.mjr.extraplanets.blocks.planetAndMoonBlocks.BlockBasicCallisto$EnumBlockBasic;
5737:             2            160  [Lcpw.mods.ironchest.common.blocks.shulker.IronShulkerBoxType;
5738:             2            160  [Lcrazypants.enderio.conduits.init.ConduitObject;
5739:             2            160  [Lcubex2.mods.chesttransporter.TransporterType;
5740:             2            160  [Lforestry.factory.blocks.BlockTypeFactoryTesr;
5741:             5            160  [Ljava.time.zone.ZoneOffsetTransition; (java.base@25.0.4)
5742:             1            160  [Ljdk.jfr.internal.LogTag; (jdk.jfr@25.0.4)
5743:             2            160  [Lkotlin.reflect.jvm.internal.impl.builtins.PrimitiveType;
5744:             4            160  [Lkotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$ReturnValueStatus;
5745:             1            160  [Lkotlin.reflect.jvm.internal.impl.protobuf.WireFormat$FieldType;
5746:             1            160  [Lmekanism.common.util.MekanismUtils$ResourceType;
5747:             2            160  [Lnet.darkhax.darkutils.features.trap.TrapType;
5748:             2            160  [Lnet.irisshaders.iris.gl.blending.AlphaTestFunction;
5749:             3            160  [Lnet.minecraft.block.properties.PropertyBool;
5750:             2            160  [Lorg.apache.logging.log4j.spi.StandardLevel;
5751:             2            160  [Lorg.spongepowered.asm.mixin.transformer.MixinApplicatorStandard$ApplicatorPass;
5752:             2            160  [Lovh.corail.tombstone.helper.DamageCategory;
5753:             3            160  [Lscala.Tuple2;
5754:             2            160  [Lsun.util.logging.PlatformLogger$Level; (java.base@25.0.4)
5755:             2            160  [Lvazkii.quark.building.block.BlockWorldStoneBricks$Variants;
5756:             2            160  [Lvazkii.quark.building.block.BlockWorldStoneCarved$Variants;
5757:             2            160  [Lvazkii.quark.building.block.BlockWorldStonePavement$Variants;
5758:             2            160  [Lvazkii.quark.decoration.block.BlockLeafCarpet$Variants;
5759:             5            160  appeng.api.config.FuzzyMode
5760:             4            160  appeng.api.config.PowerUnits
5761:             5            160  appeng.parts.automation.PlaneModels
5762:             1            160  binnie.botany.blocks.BlockCeramicPatterned
5763:             4            160  binnie.botany.items.EnumTubeMaterial
5764:             5            160  binnie.core.liquid.FluidContainerType
5765:             5            160  binnie.core.resource.ResourceType
5766:             5            160  binnie.extrabees.genetics.ExtraBeeBranchDefinition
5767:             1            160  binnie.extratrees.blocks.BlockCarpentry
5768:             1            160  binnie.extratrees.blocks.BlockCarpentryPanel
5769:             1            160  binnie.extratrees.blocks.BlockStainedDesign
5770:             4            160  binnie.extratrees.genetics.fruits.ETFruitProviderPod
5771:             1            160  binnie.genetics.genetics.TreeBreedingSystem
5772:             5            160  binnie.genetics.item.GeneticLiquid
5773:             5            160  binnie.genetics.machine.LaboratoryMachine
5774:             1            160  biomesoplenty.common.block.BlockBOPAsh
5775:             1            160  biomesoplenty.common.block.BlockBOPBiomeBlock
5776:             1            160  biomesoplenty.common.block.BlockBOPDoublePlant
5777:             1            160  biomesoplenty.common.block.BlockBOPGrassPath
5778:             1            160  biomesoplenty.common.block.BlockBOPPlanks
5779:            10            160  biomesoplenty.common.util.block.BlockQuery$BlockPosQuerySustainsPlantType
5780:             5            160  biomesoplenty.core.ClientProxy$1
5781:             1            160  codechicken.lib.render.CCRenderState
5782:             1            160  com.blakebr0.mysticalagriculture.blocks.BlockSeedReprocessor
5783:             1            160  com.blakebr0.mysticalagriculture.blocks.reprocessor.BlockInferiumReprocessor
5784:             1            160  com.blakebr0.mysticalagriculture.blocks.reprocessor.BlockIntermediumReprocessor
5785:             1            160  com.blakebr0.mysticalagriculture.blocks.reprocessor.BlockPrudentiumReprocessor
5786:             1            160  com.blakebr0.mysticalagriculture.blocks.reprocessor.BlockSuperiumReprocessor
5787:             1            160  com.blakebr0.mysticalagriculture.blocks.reprocessor.BlockSupremiumReprocessor
5788:             1            160  com.blakebr0.mysticalagriculture.blocks.reprocessor.BlockUltimateReprocessor
5789:             5            160  com.brandon3055.draconicevolution.lib.PropertyStringTemp
5790:             1            160  com.buuz135.industrial.proxy.block.BlockConveyor
5791:             1            160  com.buuz135.industrial.proxy.block.BlockLabel
5792:             4            160  com.cleanroommc.client.windows.DwmApi$DWM_WINDOW_CORNER_PREFERENCE
5793:             5            160  com.cleanroommc.client.windows.TaskbarApi$TBPFLAG
5794:             1            160  com.cleanroommc.scalar.ScalarModContainer$1
5795:             5            160  com.euphoriapatches.euphoria_patcher.logging.LogMessage
5796:            10            160  com.feed_the_beast.ftblib.client.SidebarButton$$Lambda/0x0000000019284a00
5797:             5            160  com.feed_the_beast.ftbquests.quest.theme.property.DoubleProperty
5798:             1            160  com.gendeathrow.hatchery.block.nest.EggNestBlock
5799:             1            160  com.gendeathrow.hatchery.block.nestpen.NestingPenBlock
5800:             1            160  com.gildedgames.the_aether.blocks.dungeon.BlockMimicChest
5801:             1            160  com.gildedgames.the_aether.blocks.natural.BlockBerryBush
5802:             1            160  com.gildedgames.the_aether.blocks.natural.BlockBerryBushStem
5803:             1            160  com.gildedgames.the_aether.blocks.natural.BlockCrystalLeaves
5804:             1            160  com.gildedgames.the_aether.blocks.natural.BlockHolidayLeaves
5805:             4            160  com.gildedgames.the_aether.blocks.util.EnumCloudType
5806:             1            160  com.github.alexthe666.iceandfire.block.BlockCopperPile
5807:             1            160  com.github.alexthe666.iceandfire.block.BlockEggInIce
5808:             1            160  com.github.alexthe666.iceandfire.block.BlockFallingGeneric
5809:             1            160  com.github.alexthe666.iceandfire.block.BlockGoldPile
5810:             1            160  com.github.alexthe666.iceandfire.block.BlockIceSpikes
5811:             1            160  com.github.alexthe666.iceandfire.block.BlockLectern
5812:             1            160  com.github.alexthe666.iceandfire.block.BlockPixieHouse
5813:             1            160  com.github.alexthe666.iceandfire.block.BlockPodium
5814:             1            160  com.github.alexthe666.iceandfire.block.BlockSilverPile
5815:             1            160  com.github.alexthe666.iceandfire.block.keletu.BlockGhostChest
5816:             1            160  com.hbm.blocks.bomb.BlockChargeC4
5817:             1            160  com.hbm.blocks.bomb.BlockChargeDynamite
5818:             1            160  com.hbm.blocks.bomb.BlockChargeMiner
5819:             1            160  com.hbm.blocks.bomb.BlockChargeSemtex
5820:             1            160  com.hbm.blocks.bomb.LaunchPad
5821:             1            160  com.hbm.blocks.bomb.LaunchPadLarge
5822:             1            160  com.hbm.blocks.bomb.LaunchPadRusted
5823:             1            160  com.hbm.blocks.bomb.NukeBalefire
5824:             4            160  com.hbm.blocks.generic.BlockAbsorber$EnumAbsorberTier
5825:             1            160  com.hbm.blocks.generic.BlockAmmoCrate
5826:             1            160  com.hbm.blocks.generic.BlockDynamicSlag
5827:             1            160  com.hbm.blocks.generic.BlockJungleCrate
5828:             1            160  com.hbm.blocks.generic.BlockLantern
5829:             1            160  com.hbm.blocks.generic.BlockLanternBehemoth
5830:             1            160  com.hbm.blocks.generic.BlockLoot
5831:             1            160  com.hbm.blocks.generic.BlockNTMTrapdoor
5832:             1            160  com.hbm.blocks.generic.BlockReeds
5833:             1            160  com.hbm.blocks.generic.BlockSkeletonHolder
5834:             1            160  com.hbm.blocks.generic.BlockWandJigsaw
5835:             1            160  com.hbm.blocks.generic.BlockWandLogic
5836:             1            160  com.hbm.blocks.generic.BlockWandLoot
5837:             1            160  com.hbm.blocks.generic.BlockWandTandem
5838:             1            160  com.hbm.blocks.generic.HEVBattery
5839:             1            160  com.hbm.blocks.generic.LogicBlock
5840:             1            160  com.hbm.blocks.generic.LogicBlockInvis
5841:             1            160  com.hbm.blocks.generic.WasteLeaves
5842:             1            160  com.hbm.blocks.machine.BlockCMAnchor
5843:             1            160  com.hbm.blocks.machine.BlockCargoElevator
5844:             1            160  com.hbm.blocks.machine.BlockCustomMachine
5845:             1            160  com.hbm.blocks.machine.BlockFusionTorusStruct
5846:             1            160  com.hbm.blocks.machine.BlockICFStruct
5847:             1            160  com.hbm.blocks.machine.BlockRefueler
5848:             1            160  com.hbm.blocks.machine.BlockVendingMachine
5849:             1            160  com.hbm.blocks.machine.BlockWeaponTable
5850:             1            160  com.hbm.blocks.machine.Charger
5851:             1            160  com.hbm.blocks.machine.DeuteriumTower
5852:             1            160  com.hbm.blocks.machine.FractionSpacer
5853:             1            160  com.hbm.blocks.machine.FurnaceCombination
5854:             1            160  com.hbm.blocks.machine.FurnaceIron
5855:             1            160  com.hbm.blocks.machine.FurnaceSteel
5856:             1            160  com.hbm.blocks.machine.HeaterElectric
5857:             1            160  com.hbm.blocks.machine.HeaterFirebox
5858:             1            160  com.hbm.blocks.machine.HeaterHeatex
5859:             1            160  com.hbm.blocks.machine.HeaterOilburner
5860:             1            160  com.hbm.blocks.machine.HeaterOven
5861:             1            160  com.hbm.blocks.machine.LaunchpadLambda
5862:             1            160  com.hbm.blocks.machine.LaunchpadSoyuz
5863:             1            160  com.hbm.blocks.machine.MachineAmmoPress
5864:             1            160  com.hbm.blocks.machine.MachineAnnihilator
5865:             1            160  com.hbm.blocks.machine.MachineArcFurnaceLarge
5866:             1            160  com.hbm.blocks.machine.MachineArcWelder
5867:             1            160  com.hbm.blocks.machine.MachineAshpit
5868:             1            160  com.hbm.blocks.machine.MachineAssemblyFactory
5869:             1            160  com.hbm.blocks.machine.MachineAssemblyMachine
5870:             1            160  com.hbm.blocks.machine.MachineBigAssTank
5871:             1            160  com.hbm.blocks.machine.MachineBigAssTank9000
5872:             1            160  com.hbm.blocks.machine.MachineBlastFurnace
5873:             1            160  com.hbm.blocks.machine.MachineCatalyticCracker
5874:             1            160  com.hbm.blocks.machine.MachineCatalyticReformer
5875:             1            160  com.hbm.blocks.machine.MachineCentrifuge
5876:             1            160  com.hbm.blocks.machine.MachineChemicalFactory
5877:             1            160  com.hbm.blocks.machine.MachineChemicalPlant
5878:             1            160  com.hbm.blocks.machine.MachineChimneyBrick
5879:             1            160  com.hbm.blocks.machine.MachineChimneyIndustrial
5880:             1            160  com.hbm.blocks.machine.MachineChungus
5881:             1            160  com.hbm.blocks.machine.MachineCoker
5882:             1            160  com.hbm.blocks.machine.MachineCombustionEngine
5883:             1            160  com.hbm.blocks.machine.MachineCompressor
5884:             1            160  com.hbm.blocks.machine.MachineCompressorCompact
5885:             1            160  com.hbm.blocks.machine.MachineCondenserPowered
5886:             1            160  com.hbm.blocks.machine.MachineConveyorPress
5887:             1            160  com.hbm.blocks.machine.MachineCrucible
5888:             1            160  com.hbm.blocks.machine.MachineCrystallizer
5889:             1            160  com.hbm.blocks.machine.MachineCyclotron
5890:             1            160  com.hbm.blocks.machine.MachineDiesel
5891:             1            160  com.hbm.blocks.machine.MachineDrain
5892:             1            160  com.hbm.blocks.machine.MachineEPress
5893:             1            160  com.hbm.blocks.machine.MachineElectrolyser
5894:             1            160  com.hbm.blocks.machine.MachineExcavator
5895:             1            160  com.hbm.blocks.machine.MachineExposureChamber
5896:             1            160  com.hbm.blocks.machine.MachineFEL
5897:             1            160  com.hbm.blocks.machine.MachineFENSU
5898:             1            160  com.hbm.blocks.machine.MachineFan
5899:             1            160  com.hbm.blocks.machine.MachineFluidTank
5900:             1            160  com.hbm.blocks.machine.MachineFrackingTower
5901:             1            160  com.hbm.blocks.machine.MachineFractionTower
5902:             1            160  com.hbm.blocks.machine.MachineGasCent
5903:             1            160  com.hbm.blocks.machine.MachineGasFlare
5904:             1            160  com.hbm.blocks.machine.MachineHeatBoiler
5905:             1            160  com.hbm.blocks.machine.MachineHeatBoilerIndustrial
5906:             1            160  com.hbm.blocks.machine.MachineHephaestus
5907:             1            160  com.hbm.blocks.machine.MachineHydrotreater
5908:             1            160  com.hbm.blocks.machine.MachineICF
5909:             1            160  com.hbm.blocks.machine.MachineIGenerator
5910:             1            160  com.hbm.blocks.machine.MachineIndustrialTurbine
5911:             1            160  com.hbm.blocks.machine.MachineIntake
5912:             1            160  com.hbm.blocks.machine.MachineLPW2
5913:             1            160  com.hbm.blocks.machine.MachineLargeTurbine
5914:             1            160  com.hbm.blocks.machine.MachineLiquefactor
5915:             1            160  com.hbm.blocks.machine.MachineMicrowave
5916:             1            160  com.hbm.blocks.machine.MachineMiningLaser
5917:             1            160  com.hbm.blocks.machine.MachineMixer
5918:             1            160  com.hbm.blocks.machine.MachineOilWell
5919:             1            160  com.hbm.blocks.machine.MachineOrbus
5920:             1            160  com.hbm.blocks.machine.MachineOreSlopper
5921:             1            160  com.hbm.blocks.machine.MachinePUREX
5922:             1            160  com.hbm.blocks.machine.MachinePrecAss
5923:             1            160  com.hbm.blocks.machine.MachinePumpjack
5924:             1            160  com.hbm.blocks.machine.MachinePyroOven
5925:             1            160  com.hbm.blocks.machine.MachineRadGen
5926:             1            160  com.hbm.blocks.machine.MachineRadarLarge
5927:             1            160  com.hbm.blocks.machine.MachineRadarScreen
5928:             1            160  com.hbm.blocks.machine.MachineRadiolysis
5929:             1            160  com.hbm.blocks.machine.MachineReactorBreeding
5930:             1            160  com.hbm.blocks.machine.MachineReactorControl
5931:             1            160  com.hbm.blocks.machine.MachineRefinery
5932:             1            160  com.hbm.blocks.machine.MachineRockMill
5933:             1            160  com.hbm.blocks.machine.MachineRotaryFurnace
5934:             1            160  com.hbm.blocks.machine.MachineSILEX
5935:             1            160  com.hbm.blocks.machine.MachineSatLink
5936:             1            160  com.hbm.blocks.machine.MachineSawmill
5937:             1            160  com.hbm.blocks.machine.MachineSolarBoiler
5938:             1            160  com.hbm.blocks.machine.MachineSolderingStation
5939:             1            160  com.hbm.blocks.machine.MachineSolidifier
5940:             1            160  com.hbm.blocks.machine.MachineSteamEngine
5941:             1            160  com.hbm.blocks.machine.MachineStrandCaster
5942:             1            160  com.hbm.blocks.machine.MachineSuperComputer
5943:             1            160  com.hbm.blocks.machine.MachineTapeDrive
5944:             1            160  com.hbm.blocks.machine.MachineTeleanchor
5945:             1            160  com.hbm.blocks.machine.MachineTowerLarge
5946:             1            160  com.hbm.blocks.machine.MachineTowerSmall
5947:             1            160  com.hbm.blocks.machine.MachineTurbineGas
5948:             1            160  com.hbm.blocks.machine.MachineTurbofan
5949:             1            160  com.hbm.blocks.machine.MachineVacuumDistill
5950:             1            160  com.hbm.blocks.machine.MachineWoodBurner
5951:             1            160  com.hbm.blocks.machine.ReactorResearch
5952:             1            160  com.hbm.blocks.machine.ReactorZirnox
5953:             1            160  com.hbm.blocks.machine.SoyuzLauncher
5954:             1            160  com.hbm.blocks.machine.StorageDrum
5955:             1            160  com.hbm.blocks.machine.Watz
5956:             1            160  com.hbm.blocks.machine.WatzPump
5957:             1            160  com.hbm.blocks.machine.ZirnoxDestroyed
5958:             1            160  com.hbm.blocks.machine.albion.BlockPABeamline
5959:             1            160  com.hbm.blocks.machine.albion.BlockPADetector
5960:             1            160  com.hbm.blocks.machine.albion.BlockPADipole
5961:             1            160  com.hbm.blocks.machine.albion.BlockPAQuadrupole
5962:             1            160  com.hbm.blocks.machine.albion.BlockPARFC
5963:             1            160  com.hbm.blocks.machine.albion.BlockPASource
5964:             1            160  com.hbm.blocks.machine.fusion.MachineFusionBoiler
5965:             1            160  com.hbm.blocks.machine.fusion.MachineFusionBreeder
5966:             1            160  com.hbm.blocks.machine.fusion.MachineFusionCollector
5967:             1            160  com.hbm.blocks.machine.fusion.MachineFusionCoupler
5968:             1            160  com.hbm.blocks.machine.fusion.MachineFusionKlystron
5969:             1            160  com.hbm.blocks.machine.fusion.MachineFusionKlystronCreative
5970:             1            160  com.hbm.blocks.machine.fusion.MachineFusionMHDT
5971:             1            160  com.hbm.blocks.machine.fusion.MachineFusionPlasmaForge
5972:             1            160  com.hbm.blocks.machine.fusion.MachineFusionTorus
5973:             1            160  com.hbm.blocks.machine.rbmk.RBMKAutoloader
5974:             1            160  com.hbm.blocks.machine.rbmk.RBMKConsole
5975:             1            160  com.hbm.blocks.machine.rbmk.RBMKCraneConsole
5976:             1            160  com.hbm.blocks.machine.rbmk.RBMKDisplay
5977:             1            160  com.hbm.blocks.machine.rbmk.RBMKGauge
5978:             1            160  com.hbm.blocks.machine.rbmk.RBMKGraph
5979:             1            160  com.hbm.blocks.machine.rbmk.RBMKIndicator
5980:             1            160  com.hbm.blocks.machine.rbmk.RBMKKeyPad
5981:             1            160  com.hbm.blocks.machine.rbmk.RBMKLever
5982:             1            160  com.hbm.blocks.machine.rbmk.RBMKMiniPanelBase
5983:             1            160  com.hbm.blocks.machine.rbmk.RBMKNumitron
5984:             1            160  com.hbm.blocks.machine.rbmk.RBMKTerminal
5985:             1            160  com.hbm.blocks.network.CraneSplitter
5986:             1            160  com.hbm.blocks.network.FluidDuctStandard
5987:             1            160  com.hbm.blocks.network.FluidPump
5988:             1            160  com.hbm.blocks.network.MachineBatteryREDD
5989:             1            160  com.hbm.blocks.network.MachineBatterySocket
5990:             1            160  com.hbm.blocks.network.PneumoStorageAccess
5991:             1            160  com.hbm.blocks.network.PneumoStorageClutter
5992:             1            160  com.hbm.blocks.network.PneumoStorageExporter
5993:             1            160  com.hbm.blocks.network.PneumoStorageImporter
5994:             1            160  com.hbm.blocks.network.PneumoTubePaintableBlock
5995:             1            160  com.hbm.blocks.network.RadioAUTOCAL
5996:             1            160  com.hbm.blocks.network.RadioTelex
5997:             1            160  com.hbm.blocks.network.energy.BlockCablePaintable
5998:             1            160  com.hbm.blocks.network.energy.PylonLarge
5999:             1            160  com.hbm.blocks.network.energy.Substation
6000:             1            160  com.hbm.blocks.rail.RailNarrowCurve
6001:             1            160  com.hbm.blocks.rail.RailNarrowStraight
6002:             1            160  com.hbm.blocks.rail.RailStandardBuffer
6003:             1            160  com.hbm.blocks.rail.RailStandardRamp
6004:             1            160  com.hbm.blocks.rail.RailStandardStraight
6005:             1            160  com.hbm.blocks.rail.RailStandardStraightShort
6006:             1            160  com.hbm.blocks.turret.TurretArty
6007:             1            160  com.hbm.blocks.turret.TurretChekhov
