42392:
 num     #instances         #bytes  class name (module)
  80:         63609        4070976  java.lang.invoke.MemberName (java.base@25.0.4)
  81:         63485        4063040  java.util.WeakHashMap (java.base@25.0.4)
  82:         71051        3978856  org.objectweb.asm.tree.LabelNode
  83:         61970        3966080  com.google.common.collect.RegularImmutableMap
  84:        164190        3940560  java.util.ImmutableCollections$List12 (java.base@25.0.4)
  85:         70608        3912664  [J (java.base@25.0.4)
  86:         47839        3827120  org.objectweb.asm.tree.MethodInsnNode
  87:        157327        3775848  com.hbm.render.loader.Vertex
  88:        117241        3751712  codechicken.lib.vec.uv.UV
  89:         42439        3734632  java.util.HashMap$TreeNode (java.base@25.0.4)
  90:         74905        3595440  java.security.ProtectionDomain (java.base@25.0.4)
  91:         88913        3556520  net.minecraftforge.registries.IForgeRegistryEntry$Impl$1
  92:         54757        3504448  org.objectweb.asm.tree.LineNumberNode
  93:         24117        3472848  net.minecraftforge.common.config.Property
  94:        144009        3456216  com.hbm.world.gen.nbt.NBTStructure$BlockState
  95:        107882        3452224  mekanism.common.recipe.inputs.ItemStackInput
  96:         82864        3315344  [Lcom.hbm.render.loader.TextureCoordinate;
  97:         78745        3149800  mekanism.common.integration.crafttweaker.util.AddMekanismRecipe
  98:         65226        3130848  net.minecraft.item.crafting.Ingredient
  99:         96227        3079264  net.minecraftforge.common.capabilities.CapabilityDispatcher
 100:         29566        3074864  java.lang.Class$ReflectionData (java.base@25.0.4)
 101:         62847        3016656  [Lnet.minecraftforge.client.model.obj.OBJModel$Vertex;
 102:        100513        2889288  [Ljava.lang.Class; (java.base@25.0.4)
 103:         88913        2845216  net.minecraftforge.registries.RegistryDelegate
 104:        117241        2813784  codechicken.lib.vec.Vertex5
 105:         34949        2795920  org.spongepowered.asm.mixin.transformer.ClassInfo$Method
 106:        115213        2786200  [[I (java.base@25.0.4)
 107:         67518        2667744  [F (java.base@25.0.4)
 108:         96227        2576408  [Lnet.minecraftforge.common.capabilities.ICapabilityProvider;
 109:        105589        2534136  net.minecraft.util.math.BlockPos
 110:        104018        2496432  mekanism.common.recipe.machines.RecyclerRecipe
 111:        104018        2496432  mekanism.common.recipe.outputs.ChanceOutput2
 112:         25977        2493792  net.minecraftforge.oredict.OreIngredient
 113:         33518        2413296  net.minecraft.client.renderer.block.model.ItemCameraTransforms
 114:         74861        2395552  java.security.Permissions (java.base@25.0.4)
 115:         17501        2380136  com.enderio.core.common.util.stackable.Things
 116:         48000        2304000  org.objectweb.asm.tree.InsnNode
 117:         18529        2303200  [Ljava.lang.reflect.Method; (java.base@25.0.4)
 118:         35883        2296512  java.lang.invoke.BoundMethodHandle$Species_LL (java.base@25.0.4)
 119:         57010        2280400  java.util.Hashtable$Entry (java.base@25.0.4)
 120:         18586        2230320  java.lang.reflect.Constructor (java.base@25.0.4)
 121:         54624        2184960  slimeknights.tconstruct.library.smeltery.CastingRecipe
 122:         89830        2155920  com.hbm.render.loader.TextureCoordinate
 123:        134189        2147024  net.minecraft.nbt.NBTTagFloat
 124:         88972        2135328  net.minecraftforge.registries.ForgeRegistry$OverrideOwner
 125:         37524        2101344  java.util.TreeMap$Entry (java.base@25.0.4)
 126:         64085        2050720  java.lang.ref.ReferenceQueue (java.base@25.0.4)
 127:        127056        2032896  com.google.common.collect.SingletonImmutableList
 128:         62847        2011104  net.minecraftforge.client.model.obj.OBJModel$Face
 129:         83630        2007120  org.embeddedt.embeddium.impl.util.collections.quadtree.Rect2i
 130:         96227        1960368  [Lnet.minecraftforge.common.util.INBTSerializable;
 131:         40452        1941696  it.unimi.dsi.fastutil.objects.ObjectOpenHashSet
 132:         26801        1929672  net.minecraft.entity.ai.attributes.ModifiableAttributeInstance
 133:           781        1928720  [Ljava.util.Hashtable$Entry; (java.base@25.0.4)
 134:         26674        1920528  org.objectweb.asm.tree.FieldInsnNode
 135:         22384        1790720  net.minecraftforge.common.property.ExtendedBlockState$ExtendedStateImplementation
 136:         27887        1784768  org.objectweb.asm.Frame
 137:         36856        1769088  com.google.common.collect.ImmutableEnumMap
 138:         69674        1672176  slimeknights.mantle.util.RecipeMatch$ItemCombination
 139:         34634        1662432  java.lang.ref.SoftReference (java.base@25.0.4)
 140:        103856        1661696  net.minecraft.nbt.NBTTagInt
 141:          1896        1660520  [D (java.base@25.0.4)
 142:         51051        1633632  org.spongepowered.asm.mixin.transformer.ClassInfo$FrameData
 143:            63        1623024  [Ljava.util.concurrent.ForkJoinTask; (java.base@25.0.4)
 144:         65215        1565160  java.util.BitSet (java.base@25.0.4)
 145:         31845        1528560  net.minecraft.client.renderer.block.model.BlockPart
 146:         26922        1507632  org.objectweb.asm.tree.LocalVariableNode
 147:          9402        1353888  slimeknights.tconstruct.library.client.texture.TextureColoredTexture
 148:        161851        1294808  java.lang.Object (java.base@25.0.4)
 149:         14400        1267200  net.minecraft.util.text.Style
 150:         17461        1257192  com.google.common.collect.SingletonImmutableBiMap
 151:         38752        1240064  sun.reflect.annotation.AnnotationInvocationHandler (java.base@25.0.4)
 152:         17064        1228608  org.objectweb.asm.tree.FrameNode
 153:         51031        1224744  java.util.LinkedHashMap$LinkedEntrySet (java.base@25.0.4)
 154:         21475        1202600  org.objectweb.asm.tree.JumpInsnNode
 155:         74905        1198480  [Ljava.security.Principal; (java.base@25.0.4)
 156:         74860        1197760  java.security.SecureClassLoader$CodeSourceKey (java.base@25.0.4)
 157:         74115        1185840  net.minecraft.nbt.NBTTagLong
 158:         20631        1155336  java.lang.invoke.MethodType (java.base@25.0.4)
 159:          9490        1138800  slimeknights.tconstruct.library.client.texture.MetalColoredTexture
 160:         46246        1109904  org.apache.commons.lang3.tuple.ImmutablePair
 161:         68576        1097216  java.util.EnumMap$EntrySet (java.base@25.0.4)
 162:         19516        1092896  net.minecraft.client.renderer.block.model.SimpleBakedModel
 163:         67143        1074288  net.minecraft.nbt.NBTTagDouble
 164:         33487        1071584  xyz.phanta.tconevo.handler.ToolCapabilityHandler$TconEvoCapProvider
 165:         14855        1069560  net.minecraft.client.renderer.block.model.ModelBlock
 166:         66222        1059552  com.google.common.collect.RegularImmutableList
 167:         65536        1048576  net.minecraft.nbt.NBTTagShort
 168:           450        1045064  [C (java.base@25.0.4)
 169:          1588        1041728  [Lnet.minecraft.pathfinding.PathPoint;
 170:         25920        1036800  com.google.common.collect.RegularImmutableSet
 171:         21499        1031952  net.minecraft.client.gui.recipebook.RecipeList
 172:         64335        1029360  java.util.HashMap$EntrySet (java.base@25.0.4)
 173:         14089        1014408  org.embeddedt.vintagefix.impl.model.PileOfQuads
 174:         31670        1013440  net.minecraftforge.fluids.FluidStack
 175:         20631         990288  jdk.internal.util.WeakReferenceKey (java.base@25.0.4)
 176:          4544         981504  org.spongepowered.asm.mixin.transformer.MixinInfo$MixinMethodNode
 177:         20445         981360  net.minecraftforge.client.model.BakedItemModel
 178:         29917         957344  org.objectweb.asm.Edge
 179:         59522         952352  java.util.jar.Attributes (java.base@25.0.4)
 180:           657         948432  [Lcodechicken.lib.vec.Vertex5;
 181:          9021         938184  com.enderio.core.common.util.stackable.Things$1
 182:          7638         916560  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Type
 183:         15618         874992  [Ljava.util.ArrayList; (java.base@25.0.4)
 184:         15218         852208  java.lang.invoke.DirectMethodHandle (java.base@25.0.4)
 185:         13148         841472  java.lang.invoke.DirectMethodHandle$Accessor (java.base@25.0.4)
 186:         20817         832680  com.creativemd.creativecore.transformer.TransformerNames$MethodName
 187:         10405         832400  java.lang.invoke.DirectMethodHandle$StaticAccessor (java.base@25.0.4)
 188:           653         832272  [Lcodechicken.lib.vec.Vector3;
 189:         25534         817088  net.minecraft.util.registry.RegistrySimple
 190:         33837         812088  net.minecraftforge.client.model.obj.OBJModel$TextureCoordinate
 191:          6010         769280  slimeknights.tconstruct.library.client.texture.SimpleColoredTexture
 192:         15598         748704  net.minecraftforge.fml.common.eventhandler.ListenerList$ListenerListInst
 193:         10329         743688  java.lang.invoke.DirectMethodHandle$Constructor (java.base@25.0.4)
 194:         30929         742296  net.minecraftforge.fml.common.discovery.asm.ModAnnotation$EnumHolder
 195:         46004         736064  com.google.gson.JsonPrimitive
 196:         43980         703680  net.minecraft.client.resources.data.AnimationFrame
 197:         12408         694848  java.lang.invoke.BoundMethodHandle$Species_L (java.base@25.0.4)
 198:         14423         692304  net.minecraftforge.client.model.ModelLoader$VanillaModelWrapper
 199:         28636         687264  java.lang.invoke.ResolvedMethodName (java.base@25.0.4)
 200:         10356         662784  org.spongepowered.asm.mixin.transformer.ClassInfo$Field
 201:         11822         662032  kotlin.reflect.jvm.internal.impl.protobuf.SmallSortedMap$1
 202:          6356         661024  net.minecraft.item.ItemBlock
 203:         10210         653440  net.minecraft.util.text.TextComponentTranslation
 204:          8151         652080  it.unimi.dsi.fastutil.objects.Object2IntOpenHashMap
 205:         15197         635664  [Z (java.base@25.0.4)
 206:         15747         629880  java.lang.ref.WeakReference (java.base@25.0.4)
 207:         15687         627480  net.minecraft.client.audio.Sound
 208:         25986         623664  org.lwjgl.util.vector.Vector3f
 209:         12704         609792  stanhebben.zenscript.type.natives.JavaMethod
 210:          3076         590592  org.objectweb.asm.tree.MethodNode
 211:          8979         574656  net.minecraft.item.crafting.ShapedRecipes
 212:         11776         565248  jdk.nio.zipfs.ZipFileSystem$IndexNode (jdk.zipfs@25.0.4)
 213:         11456         549888  forestry.arboriculture.models.SimpleModel
 214:         13679         547160  com.hbm.animloader.Transform
 215:         16927         541664  github.kasuminova.stellarcore.common.util.HashedItemStack
 216:         22265         535808  [Ljava.security.cert.Certificate; (java.base@25.0.4)
 217:          8356         534784  com.google.common.collect.ImmutableSortedMap
 218:          6048         532224  micdoodle8.mods.galacticraft.core.blocks.BlockGratingExtendedState$ExtendedStateImplementation
 219:         32779         524464  com.google.common.collect.SingletonImmutableSet
 220:             1         524304  [Lnet.minecraft.nbt.NBTTagDouble;
 221:             1         524304  [Lnet.minecraft.nbt.NBTTagFloat;
 222:             1         524304  [Lnet.minecraft.nbt.NBTTagInt;
 223:             1         524304  [Lnet.minecraft.nbt.NBTTagLong;
 224:             1         524304  [Lnet.minecraft.nbt.NBTTagShort;
 225:          6118         518352  [Ljava.lang.reflect.Field; (java.base@25.0.4)
 226:          7178         516816  com.cleanroommc.retrosophisticatedbackpacks.capability.BackpackWrapper
 227:          9209         515704  cofh.core.inventory.ComparableItemStackValidatedNBT
 228:         16074         514368  net.minecraft.world.biome.Biome$SpawnListEntry
 229:         64087         512696  java.lang.ref.ReferenceQueue$Lock (java.base@25.0.4)
 230:          8740         499784  [[F (java.base@25.0.4)
 231:         20405         489720  net.minecraftforge.client.model.BakedItemModel$BakedGuiItemModel
 232:          6772         487584  net.minecraftforge.oredict.ShapedOreRecipe
 233:         30022         480352  hellfirepvp.astralsorcery.common.enchantment.amulet.AmuletHolderCapability
 234:         30022         480352  hellfirepvp.astralsorcery.common.enchantment.amulet.AmuletHolderCapability$Provider
 235:         10001         480048  crafttweaker.mc1120.item.MCItemStack
 236:         19891         477384  net.minecraftforge.client.model.obj.OBJModel$Normal
 237:         11796         471840  org.objectweb.asm.tree.AnnotationNode
 238:         19646         471504  net.minecraftforge.client.model.PerspectiveMapWrapper
 239:          3077         467704  org.spongepowered.asm.mixin.transformer.ClassInfo
 240:          4085         457520  com.hbm.render.anim.sedna.BusAnimationKeyframeSedna
 241:          8161         457016  org.objectweb.asm.tree.TypeInsnNode
 242:          6273         451656  java.util.TreeMap (java.base@25.0.4)
 243:          9406         451488  com.enderio.core.common.util.stackable.OreThing
 244:          6266         451152  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base@25.0.4)
 245:          5551         444080  lucraft.mods.lucraftcore.superpowers.abilities.Ability$AbilityMap
 246:         11086         443440  java.lang.Package (java.base@25.0.4)
 247:         18050         433200  com.google.common.collect.ImmutableList$SubList
 248:         10621         424840  vazkii.quark.automation.feature.DispensersPlaceBlocks$BehaviourBlock
 249:          3418         410160  com.google.common.cache.LocalCache$Segment
 250:          6388         408832  shadows.placebo.util.FastShapelessRecipe
 251:         17028         408672  crazypants.enderio.util.NNPair
 252:         16994         407856  java.util.Collections$UnmodifiableRandomAccessList (java.base@25.0.4)
 253:         25450         407200  java.lang.ThreadLocal (java.base@25.0.4)
 254:          9695         387800  net.minecraftforge.registries.ObjectHolderRef
 255:          9558         382320  net.minecraft.client.audio.SoundEventAccessor
 256:         11915         381280  com.creativemd.creativecore.transformer.TransformerNames$FieldName
 257:         15442         370608  org.embeddedt.vintagefix.fastmap.BinaryFastMapKey
 258:         15192         364608  java.util.Collections$SingletonList (java.base@25.0.4)
 259:         11176         357632  java.util.Random (java.base@25.0.4)
 260:           664         354944  [Lorg.objectweb.asm.tree.AbstractInsnNode;
 261:         11051         353632  net.minecraft.block.state.BlockStateContainer
 262:          6221         348376  org.objectweb.asm.tree.LdcInsnNode
 263:         10865         347680  stanhebben.zenscript.type.natives.ZenNativeMember
 264:          7178         344544  com.cleanroommc.retrosophisticatedbackpacks.inventory.BackpackItemStackHandler
 265:         14308         343392  forestry.core.genetics.Chromosome
 266:         21058         336928  it.unimi.dsi.fastutil.ints.Int2ObjectOpenHashMap$1
 267:          6992         335616  java.lang.invoke.LambdaForm$Name (java.base@25.0.4)
 268:          8356         334240  com.google.common.collect.RegularImmutableSortedSet
 269:          5953         333368  com.enderio.core.common.util.stackable.Things$3
 270:         10384         332288  net.minecraft.network.datasync.EntityDataManager$DataEntry
 271:         13679         328296  org.lwjgl.util.vector.Quaternion
 272:          8138         325520  org.embeddedt.vintagefix.fastmap.FastMap
 273:         19900         318400  com.google.gson.JsonObject
 274:          4376         315072  java.util.zip.Inflater (java.base@25.0.4)
 275:         12975         311400  net.minecraftforge.client.model.MultiModelState$MultiModelPart
 276:          9718         310976  slimeknights.tconstruct.library.smeltery.MeltingRecipe
 277:          7728         309120  org.objectweb.asm.tree.InsnList
 278:          7594         303760  hellfirepvp.astralsorcery.common.structure.array.BlockArray$BlockInformation
 279:         12632         303168  it.unimi.dsi.fastutil.ints.IntArrayList
 280:          7495         299800  net.minecraftforge.fml.common.eventhandler.ASMEventHandler
 281:          5251         294056  net.minecraft.util.math.AxisAlignedBB
 282:          7314         292560  net.minecraft.client.renderer.block.model.BlockPartFace
 283:          2216         292512  [Ljava.lang.ref.SoftReference; (java.base@25.0.4)
 284:          4563         292032  net.minecraft.item.crafting.ShapelessRecipes
 285:          4551         291264  org.spongepowered.asm.util.ClassSignature$Token
 286:          3269         287672  it.unimi.dsi.fastutil.objects.Reference2ObjectOpenHashMap
 287:          7131         285240  jdk.internal.reflect.MethodHandleObjectFieldAccessorImpl (java.base@25.0.4)
 288:          3562         284960  net.minecraftforge.common.config.ConfigCategory
 289:         11822         283728  kotlin.reflect.jvm.internal.impl.protobuf.FieldSet
 290:          4389         280896  kotlin.reflect.jvm.internal.impl.km.KmType
 291:          2897         278112  io.netty.channel.DefaultChannelHandlerContext
 292:          6948         277920  lucraft.mods.heroesexpansion.client.models.TintedOBJModel$Vertex
 293:         11382         273168  kotlin.reflect.jvm.internal.ReflectProperties$LazySoftVal
 294:         12718         272496  [Lstanhebben.zenscript.type.ZenType;
 295:          1997         271592  slimeknights.tconstruct.library.client.texture.MetalTextureTexture
 296:          1091         269848  [[Lcom.hbm.world.gen.nbt.NBTStructure$BlockState;
 297:         16790         268640  crazypants.enderio.base.recipe.lookup.ItemRecipeLeafNode
 298:          8348         267136  net.minecraft.util.text.TextComponentString
 299:          1192         267008  org.spongepowered.asm.mixin.transformer.MixinInfo$MixinClassNode
 300:          6462         258480  java.io.File (java.base@25.0.4)
 301:         10619         254856  com.hbm.inventory.RecipesCommon$ComparableStack
 302:          1486         249648  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Function
 303:         10271         246504  [Ljava.security.CodeSigner; (java.base@25.0.4)
 304:          7690         246080  forestry.core.models.SimpleRetexturedModel
 305:          7675         245600  net.minecraft.client.renderer.block.model.ItemTransformVec3f
 306:          7638         244416  forestry.core.items.FluidHandlerItemForestry
 307:         10088         242112  baubles.api.cap.BaublesCapabilityProvider
 308:          9158         241960  [Ljava.lang.reflect.Constructor; (java.base@25.0.4)
 309:          5945         237800  java.math.BigInteger (java.base@25.0.4)
 310:         14816         237056  java.util.HashMap$Values (java.base@25.0.4)
 311:          1559         236968  org.spongepowered.asm.mixin.transformer.MixinInfo
 312:          9813         235512  net.irisshaders.iris.shaderpack.materialmap.NamespacedId
 313:          1914         229680  kotlin.reflect.jvm.internal.impl.km.KmFunction
 314:          4096         229376  slimeknights.tconstruct.library.client.model.BakedSimpleItem
 315:          7110         227520  sun.reflect.generics.tree.SimpleClassTypeSignature (java.base@25.0.4)
 316:          2015         225680  xyz.phanta.tconevo.client.render.material.EdgeColourMaterialRenderInfo$EdgeColourTexture
 317:          9357         224568  cofh.core.util.ItemWrapper
 318:          1214         223376  net.minecraft.tileentity.TileEntityChest
 319:         13367         213872  it.unimi.dsi.fastutil.objects.Object2ObjectOpenHashMap$KeySet
 320:          8815         211560  java.util.UUID (java.base@25.0.4)
 321:         12910         206560  net.minecraftforge.client.model.MultiModelState
 322:          2151         206496  org.objectweb.asm.tree.FieldNode
 323:          4206         201888  net.minecraft.world.storage.loot.LootEntryItem
 324:         12569         201104  java.lang.Float (java.base@25.0.4)
 325:          3137         200768  net.minecraftforge.oredict.ShapelessOreRecipe
 326:          6228         199296  net.minecraft.world.gen.structure.template.Template$BlockInfo
 327:          6142         196544  com.google.common.collect.ImmutableMapEntrySet$RegularEntrySet
 328:          3071         196544  it.unimi.dsi.fastutil.ints.Int2ObjectArrayMap
 329:          1430         194480  mekanism.client.model.mekasuitarmour.ModuleElytraWing
 330:          1000         192000  com.google.common.cache.LocalCache
 331:          1327         191088  java.util.jar.JarFile$JarFileEntry (java.base@25.0.4)
 332:          3411         191016  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Type$Argument
 333:         11922         190752  com.google.gson.internal.LazilyParsedNumber
 334:          2935         187840  com.google.common.cache.LocalCache$StrongAccessEntry
 335:          3909         187632  com.google.common.collect.MapMakerInternalMap$WeakValueReferenceImpl
 336:          2604         187488  net.minecraftforge.fml.common.registry.EntityRegistry$EntityRegistration
 337:          4679         187160  com.google.common.cache.LocalCache$StrongEntry
 338:          2585         186120  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@25.0.4)
 339:          2301         185520  [Ljava.lang.invoke.LambdaForm$Name; (java.base@25.0.4)
 340:          4624         185520  [Lthaumcraft.client.lib.obj.Vertex;
 341:          1931         185376  net.minecraftforge.fml.common.registry.EntityEntryBuilder
 342:          7647         183528  java.util.LinkedHashMap$LinkedValues (java.base@25.0.4)
 343:          4546         181840  net.minecraft.util.SoundEvent
 344:         11237         179792  java.util.concurrent.atomic.AtomicLong (java.base@25.0.4)
 345:          3715         178320  cofh.core.inventory.ComparableItemStackValidated
 346:          7314         175536  net.minecraft.client.renderer.block.model.BlockFaceUV
 347:          3120         174720  com.google.common.collect.MapMakerInternalMap$WeakKeyWeakValueEntry
 348:           316         174432  [Ltop.outlands.foundation.trie.TrieNode;
 349:          7245         173880  java.util.Arrays$ArrayList (java.base@25.0.4)
 350:          7178         172272  com.cleanroommc.retrosophisticatedbackpacks.inventory.UpgradeItemStackHandler
 351:          5327         170464  kotlin.reflect.jvm.internal.impl.storage.LockBasedStorageManager$LockBasedNotNullLazyValue
 352:          2967         166152  net.minecraft.world.storage.loot.LootPool
 353:          2956         165536  org.objectweb.asm.tree.IntInsnNode
 354:          6674         160176  java.util.Collections$SetFromMap (java.base@25.0.4)
 355:          3968         158720  java.util.concurrent.locks.ReentrantLock$NonfairSync (java.base@25.0.4)
 356:          1802         158576  net.minecraftforge.client.model.BlockStateLoader$ForgeVariant
 357:           759         157872  org.objectweb.asm.tree.ClassNode
 358:          4912         157184  kotlin.SafePublicationLazyImpl
 359:          2444         156416  team.chisel.api.block.VariationData
 360:          1931         154480  net.minecraftforge.fml.common.registry.EntityEntryBuilder$BuiltEntityEntry
 361:          1920         153600  java.nio.DirectByteBuffer (java.base@25.0.4)
 362:          2742         153552  net.minecraft.stats.StatBase
 363:           536         153504  [Ljava.lang.invoke.MethodHandle; (java.base@25.0.4)
 364:          1590         152640  xol.lostinfinity.util.math.ComplexInterpolator
 365:          1000         152000  stanhebben.zenscript.type.ZenTypeNative
 366:          2296         146944  java.lang.invoke.LambdaForm (java.base@25.0.4)
 367:          1003         144432  xyz.phanta.tconevo.client.render.texture.MaybeTextureColouredTexture
 368:          3589         143560  github.kasuminova.stellarcore.shaded.org.jctools.maps.ConcurrentAutoTable$CAT
 369:          5969         143256  mekanism.api.util.ItemInfo
 370:          5967         143208  net.blay09.mods.cookingforblockheads.registry.recipe.FoodIngredient
 371:          8875         142000  net.minecraft.world.storage.loot.RandomValueRange
 372:          5913         141912  jdk.internal.reflect.DirectConstructorHandleAccessor (java.base@25.0.4)
 373:          1515         141416  [Ljava.util.List; (java.base@25.0.4)
 374:          1605         141240  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$ValueParameter
 375:          2509         140504  crafttweaker.mc1120.entity.MCEntityDefinition
 376:          2172         139008  net.minecraftforge.client.model.pipeline.UnpackedBakedQuad
 377:          8663         138608  net.minecraft.nbt.NBTTagByteArray
 378:          2457         138456  [Lcrafttweaker.api.item.IIngredient;
 379:          8384         138368  [Lnet.minecraft.world.storage.loot.conditions.LootCondition;
 380:          7110         136992  [Lsun.reflect.generics.tree.TypeArgument; (java.base@25.0.4)
 381:           709         136128  [Lnet.minecraftforge.fml.common.eventhandler.ListenerList$ListenerListInst;
 382:          2096         134144  crazypants.enderio.base.recipe.Recipe
 383:          1161         133040  [Lforestry.core.genetics.Chromosome;
 384:          2068         132352  wanion.unidict.resource.UniResourceContainer
 385:          8233         131728  com.enderio.core.common.tweaks.BottleFluidCapability
 386:          2729         130992  thaumcraft.client.lib.obj.WavefrontObject$Face
 387:          8139         130224  com.google.gson.internal.LinkedTreeMap$EntrySet
 388:          2303         128968  jdk.internal.util.SoftReferenceKey (java.base@25.0.4)
 389:          5287         128576  [Ljava.lang.reflect.Type; (java.base@25.0.4)
 390:          1986         127104  com.infinityraider.agricraft.crafting.CustomWoodShapedRecipe
